seqs,solution,target,target_index
"[150, 19, 176, 67, 840, 163, 3, 10, 122, 30, 681, 198, 130, 1, 188, 39, 22]","[1, 0, 0]",[5],4
"[320, 5, 4, 320, 11, 2]","[1, 0, 0]",[5],4
"[141, 59, 65, 26, 8, 775, 4, 1, 5, 7, 58, 14, 1, 57, 16, 1, 153, 14, 120, 217, 2]","[0, 0, 1]",[21],3
"[50, 1, 2772, 983, 131, 18, 26, 45, 15, 285, 13, 6, 286, 1028, 74, 2]","[0, 0, 1]",[21],3
"[383, 27, 66, 129, 195, 55, 23, 98, 66, 899, 6, 4191, 4, 1290, 1185, 23, 61, 683, 159, 2]","[0, 0, 1]",[9],2
"[172, 246, 3, 1, 335, 12, 621, 1753, 1, 220, 116, 19, 578, 492, 43, 1182, 16, 6, 41, 23, 501, 428, 44, 4, 176, 67, 163, 405, 2]","[1, 0, 0]",[11],1
"[11, 12, 274, 4, 156, 3, 401, 2571, 12, 2572, 43, 334, 577, 44, 4, 434, 12, 114, 4, 1036, 2]","[0, 0, 1]",[5],4
"[19, 171, 6, 393, 2773, 53, 15, 207, 23, 60, 230, 101, 79, 132, 15, 6, 393, 455, 2]","[1, 0, 0]",[5],4
"[1, 11, 12, 156, 3, 300, 1617, 3, 1, 5, 12, 374, 104, 100, 175, 1016, 110, 16, 641, 4, 1, 81, 204, 7, 497, 4, 94, 224, 2]","[0, 0, 1]",[5],4
"[10, 184, 30, 260, 545, 631, 126, 2774, 28, 4192, 45, 149, 2]","[0, 1, 0]",[9],2
"[280, 17, 1899, 8, 40, 378, 71, 1, 288, 136, 96, 15, 2]","[0, 0, 1]",[5],4
"[15, 12, 139, 2]","[0, 0, 1]",[9],2
"[91, 168, 3, 267, 33, 1, 2775, 203]","[1, 0, 0]",[5],4
"[10, 131, 18, 26, 2]","[0, 0, 1]",[9],2
"[1, 327, 4, 528, 39, 4193, 80, 18, 4, 1346, 8, 583, 1, 4194, 25, 39, 35, 47, 4195, 64, 4196, 47, 10, 68, 31, 792, 2]","[1, 0, 0]",[11],1
"[1, 90, 4, 81, 39, 1907, 11, 95, 158, 25, 88, 91, 132, 18, 26, 12, 1, 1908, 233, 164, 2]","[0, 0, 1]",[21],3
"[141, 462, 7, 29, 4, 1, 480, 27, 2776, 1972, 7, 1933, 4, 61, 62, 28, 38, 181, 3, 285, 983, 48, 84, 8, 671, 142, 4, 142, 2]","[0, 0, 1]",[21],3
"[85, 197, 376, 154, 3, 197, 12, 2554, 8, 143, 6, 4197, 4, 2777, 158, 122, 35, 189, 2777, 2]","[1, 0, 0]",[11],1
"[10, 1432, 103, 276, 1293, 4, 31, 300, 8, 189, 6, 26, 16, 261, 8, 4198, 37, 202, 1913, 2]","[0, 1, 0]",[9],2
"[1, 146, 14, 5, 32, 18, 41, 1815, 71, 245, 275, 554, 285, 18, 26, 6, 201, 421, 22]","[0, 0, 1]",[21],3
"[10, 75, 51, 8, 475, 208, 13, 431, 396, 4, 18, 66, 176, 8, 40, 1, 411, 2]","[1, 0, 0]",[5],4
"[10, 31, 51, 186, 46, 269, 15, 657, 4, 10, 160, 35, 63, 317, 2]","[0, 0, 1]",[9],2
"[232, 6, 648, 123, 13, 27, 24, 1877, 2]","[1, 0, 0]",[24],0
"[25, 2778, 244, 8, 50, 279, 27, 766, 18, 2779, 40, 2780, 3, 40, 38, 2780, 14, 2757, 2]","[1, 0, 0]",[9],2
"[1, 5, 12, 70, 4, 1, 192, 12, 665, 495, 4, 156, 43, 575, 19, 39, 1, 93, 1109, 46, 13, 1, 172, 368, 44, 2]","[0, 0, 1]",[11],1
"[76, 99, 40, 84, 2]","[1, 0, 0]",[9],2
"[1, 11, 12, 491, 4199, 3, 109, 794, 2]","[0, 1, 0]",[11],1
"[1, 5, 7, 38, 29, 13, 15, 33, 24, 3, 104, 100, 115, 370, 435, 10, 75, 42, 2]","[0, 0, 1]",[24],0
"[1, 11, 12, 213, 3, 1, 5, 309, 8, 1973, 8, 195, 3, 19, 569, 34, 1, 551, 1271, 2]","[1, 0, 0]",[11],1
"[1519, 15, 12, 59, 246, 121, 3, 25, 15, 12, 4200, 169, 13, 6, 4201, 2497, 2]","[1, 0, 0]",[9],2
"[10, 68, 48, 84, 1683, 2]","[0, 0, 1]",[9],2
"[671, 12, 6, 1379, 27, 10, 234, 646, 19, 4202, 2]","[0, 0, 1]",[9],2
"[10, 42, 8, 432, 492, 304, 116, 193, 403, 376, 207, 84, 23, 1, 223, 876, 2781, 2]","[1, 0, 0]",[11],1
"[852, 50, 14, 1, 120, 2782, 638, 110, 3, 18, 643, 71, 374, 58, 14, 1, 57, 1388, 13, 69, 249, 2]","[0, 0, 1]",[24],0
"[4203, 840, 4204, 23, 4205, 1504, 814, 3, 1, 2783, 14, 1, 814, 4206, 4207, 1, 214, 33, 1423, 2]","[0, 0, 1]",[5],4
"[2462, 3, 1, 486, 1242, 8, 2463, 1177, 54, 272, 2464, 150, 19, 42, 1268, 67, 560, 4, 19, 314, 59, 1841, 14, 1842, 296, 23, 1843, 975, 3, 2465, 2]","[0, 0, 1]",[11],1
"[651, 602, 502, 1, 4208, 2]","[1, 0, 0]",[9],2
"[37, 1058, 4, 10, 215, 945, 8, 125, 46, 6, 196, 135, 14, 1167, 1460, 3, 1, 1517, 155, 3, 4, 1, 278, 106, 2]","[0, 0, 1]",[5],4
"[1, 73, 12, 38, 156, 3, 1, 21, 509, 3, 4, 1, 5, 531, 2]","[0, 0, 1]",[21],3
"[56, 35, 371, 268, 464, 58, 121, 16, 1788, 2]","[0, 0, 1]",[9],2
"[15, 12, 4209, 3, 4, 19, 1543, 545, 30, 203]","[0, 1, 0]",[9],2
"[1, 890, 39, 325, 4, 665, 847, 2]","[1, 0, 0]",[5],4
"[25, 61, 57, 223, 7, 2060, 137, 1317, 443, 461, 23, 348, 53, 6, 223, 27, 68, 463, 72, 2061, 7, 115, 208, 3, 25, 15, 7, 72, 1588, 55, 2]","[0, 0, 1]",[5],4
"[49, 17, 151, 190, 13, 6, 20, 119, 32, 6, 278, 24, 3, 48, 8, 1463, 1464, 33, 22]","[0, 0, 1]",[5],4
"[54, 1, 404, 11, 3, 8, 1, 599, 5, 3, 30, 8, 944, 1, 2246, 1407, 3, 1, 232, 123, 12, 320, 2]","[1, 0, 0]",[5],4
"[18, 7, 136, 6, 26, 27, 1238, 1, 57, 123, 3, 168, 3, 8, 226, 4210, 4, 111, 877, 16, 246, 1, 295, 2]","[0, 0, 1]",[9],2
"[728, 36, 132, 6, 201, 1270, 2]","[0, 0, 1]",[5],4
"[1, 562, 7, 504, 4, 210, 2]","[0, 0, 1]",[21],3
"[1, 468, 7, 82, 25, 85, 19, 163, 67, 379, 19, 39, 16, 13, 6, 610, 2]","[0, 1, 0]",[9],2
"[1, 73, 12, 95, 586, 790, 106, 13, 109, 4, 174, 4211, 15, 60, 8, 125, 34, 1, 161, 8, 89, 390, 98, 37, 380, 2]","[1, 0, 0]",[11],1
"[19, 77, 31, 6, 70, 119, 4, 77, 371, 458, 582, 2]","[0, 0, 1]",[5],4
"[85, 186, 60, 13, 6, 82, 109, 3, 10, 52, 6, 82, 227, 47, 94, 47, 38, 29, 5, 2]","[0, 1, 0]",[9],2
"[10, 56, 35, 199, 80, 17, 941, 3, 25, 85, 10, 48, 1005, 8, 125, 10, 48, 13, 1, 5, 30, 13, 1, 74, 2]","[0, 1, 0]",[9],2
"[16, 1, 426, 3, 18, 26, 4212, 6, 94, 1237, 3, 23, 15, 3, 261, 754, 2]","[0, 1, 0]",[9],2
"[10, 118, 23, 37, 1163, 34, 6, 1225, 426, 2]","[0, 1, 0]",[9],2
"[1, 5, 12, 70, 3, 1, 74, 12, 597, 3, 4, 19, 31, 338, 2118, 356, 2119, 47, 67, 679, 34, 595, 22]","[0, 0, 1]",[5],4
"[11, 12, 29, 4, 5, 7, 139, 2]","[0, 0, 1]",[11],1
"[398, 123, 2]","[0, 0, 1]",[9],2
"[37, 93, 629, 7, 27, 17, 28, 698, 568, 34, 307, 14, 1, 111, 257, 8, 17, 22]","[1, 0, 0]",[21],3
"[47, 566, 47, 10, 4213, 103, 34, 6, 457, 64, 838, 15, 7, 1, 172, 375, 34, 37, 516, 7, 85, 4, 198, 10, 76, 40, 478, 8, 370, 1527, 2]","[0, 0, 1]",[9],2
"[15, 309, 177, 1362, 262, 8, 390, 67, 254, 2]","[1, 0, 0]",[11],1
"[20, 26, 8, 48, 13, 6, 379, 95, 135, 36, 31, 539, 1932, 14, 433, 2]","[0, 0, 1]",[5],4
"[4214, 667, 90, 2538, 22]","[0, 0, 1]",[9],2
"[88, 10, 154, 35, 52, 12, 198, 1, 5, 207, 297, 150, 15, 12, 171, 2]","[1, 0, 0]",[5],4
"[54, 1, 761, 19, 743, 16, 36, 39, 92, 100, 563, 89, 168, 1, 26, 12, 637, 2]","[0, 0, 1]",[11],1
"[1, 62, 28, 80, 72, 1974, 13, 59, 482, 13, 109, 4, 89, 347, 13, 134, 2]","[0, 0, 1]",[24],0
"[1, 5, 77, 652, 114, 4, 251, 801, 2]","[0, 0, 1]",[5],4
"[1, 41, 557, 60, 133, 398, 537, 4215, 8, 1, 2784, 1248, 4, 1, 2785, 14, 4216, 2]","[0, 0, 1]",[21],3
"[61, 456, 204, 12, 497, 3, 25, 19, 39, 190, 13, 2507, 2508, 3, 101, 12, 35, 1400, 25, 132, 13, 102, 607, 1503, 22]","[0, 0, 1]",[11],1
"[1, 513, 26, 4, 1, 1743, 19, 723, 372, 47, 6, 2744, 1929, 2]","[1, 0, 0]",[11],1
"[1, 716, 7, 38, 597, 4, 351, 3, 11, 12, 20, 4, 1, 5, 12, 65, 22]","[0, 0, 1]",[21],3
"[1, 5, 12, 399, 194, 22, 22]","[0, 0, 1]",[5],4
"[4, 1, 2786, 4217, 296, 12, 849, 2]","[1, 0, 0]",[5],4
"[118, 34, 6, 459, 330, 4218, 4219, 3, 23, 214, 1304, 103, 1, 4220, 3, 4, 10, 234, 45, 646, 18, 12, 1, 26, 15, 4221, 598, 674, 3, 135, 15, 12, 45, 20, 22]","[0, 0, 1]",[9],2
"[10, 234, 186, 8, 1, 2787, 369, 462, 257, 2]","[0, 1, 0]",[9],2
"[97, 1409, 4222, 3, 97, 1546, 3, 915, 14, 962, 4223, 3, 6, 20, 26, 8, 775, 16, 59, 77, 586, 641, 2]","[0, 0, 1]",[21],3
"[992, 33, 7, 930, 247, 1, 2248, 121, 221, 16, 1, 1914, 2]","[0, 0, 1]",[21],3
"[126, 100, 187, 6, 128, 410, 4, 6, 183, 293, 3, 1, 74, 7, 703, 23, 2655, 43, 4, 1, 398, 111, 14, 436, 44, 4, 1, 5, 12, 1288, 29, 22]","[1, 0, 0]",[24],0
"[58, 375, 10, 747, 80, 18, 26, 7, 27, 10, 99, 372, 1096, 64, 4224, 8, 271, 103, 37, 124, 4225, 4226, 855, 2]","[0, 0, 1]",[11],1
"[45, 45, 45, 45, 45, 29, 22]","[0, 0, 1]",[9],2
"[13, 72, 4227, 13, 220, 111, 3, 15, 33, 6, 273, 16, 6, 1885, 123, 2]","[1, 0, 0]",[24],0
"[10, 56, 991, 8, 432, 8, 40, 231, 1189, 49, 17, 28, 190, 8, 40, 6, 128, 351, 2]","[0, 1, 0]",[9],2
"[45, 3, 1, 78, 7, 1114, 16, 2788, 450, 69, 796, 4, 15, 50, 2789, 70, 2]","[0, 0, 1]",[5],4
"[10, 31, 51, 343, 55, 13, 218, 4, 31, 241, 25, 29, 552, 8, 179, 80, 1, 11, 4, 1, 20, 73, 32, 667, 1220, 2]","[0, 0, 1]",[11],1
"[6, 256, 26, 8, 544, 23, 69, 159, 13, 6, 437, 14, 1059, 127, 4, 366, 2]","[0, 0, 1]",[21],3
"[88, 6, 20, 26, 22]","[0, 0, 1]",[9],2
"[20, 5, 3, 29, 561, 78, 3, 20, 11, 4, 59, 1632, 562, 2]","[0, 0, 1]",[11],1
"[10, 75, 51, 8, 18, 4228, 106, 540, 3, 1, 4229, 958, 273, 3, 1, 2790, 958, 58, 6, 1353, 14, 116, 2]","[0, 1, 0]",[9],2
"[1, 155, 7, 4230, 4, 4231, 23, 475, 4232, 2791, 34, 1, 297, 282, 14, 1, 233, 1331, 3, 101, 28, 20, 13, 6, 270, 2]","[0, 0, 1]",[21],3
"[138, 3, 54, 1, 660, 416, 3, 672, 294, 3, 4, 989, 2792, 117, 87, 3, 23, 59, 665, 284, 11, 8, 1547, 438, 169, 5, 2]","[1, 0, 0]",[5],4
"[376, 3, 150, 50, 1, 1895, 10, 118, 8, 380, 15, 60, 23, 58, 14, 37, 2501, 159, 18, 180, 457, 121, 4, 481, 98, 742, 17, 141, 50, 141, 4233, 103, 8, 40, 2]","[0, 0, 1]",[9],2
"[20, 123, 232, 2]","[0, 0, 1]",[9],2
"[1, 5, 7, 1969, 4, 1, 24, 7, 1963, 2]","[0, 1, 0]",[24],0
"[23, 1, 1034, 220, 1259, 238, 19, 42, 6, 70, 119, 16, 6, 398, 345, 2]","[0, 0, 1]",[21],3
"[1, 1701, 91, 143, 13, 59, 839, 123, 2]","[0, 0, 1]",[21],3
"[19, 39, 231, 4, 953, 71, 470, 2]","[1, 0, 0]",[11],1
"[82, 189, 2]","[0, 0, 1]",[9],2
"[1, 137, 843, 950, 12, 1495, 2634, 4, 487, 22]","[0, 0, 1]",[5],4
"[1, 810, 147, 39, 93, 1007, 2]","[0, 1, 0]",[5],4
"[1, 127, 28, 194, 4, 533, 246, 1153, 1833, 2]","[0, 0, 1]",[5],4
"[36, 28, 263, 410, 34, 1, 841, 25, 36, 28, 827, 4, 1482, 23, 61, 11, 2]","[0, 0, 1]",[11],1
"[2793, 112, 42, 1, 57, 4234, 19, 1404, 6, 469, 42, 4235, 8, 117, 13, 18, 58, 1857, 882, 2]","[0, 1, 0]",[9],2
"[48, 8, 1014, 13, 1489, 2641, 11, 4, 440, 5, 2]","[0, 0, 1]",[5],4
"[1, 11, 7, 65, 3, 1, 155, 7, 20, 3, 4, 1, 5, 7, 70, 4, 493, 16, 225, 188, 2]","[0, 0, 1]",[11],1
"[1, 425, 1808, 27, 197, 122, 30, 4236, 102, 13, 384, 34, 1, 358, 101, 79, 693, 1, 718, 14, 4237, 54, 1, 513, 301, 2]","[1, 0, 0]",[11],1
"[34, 1, 126, 829, 3, 49, 17, 28, 30, 2156, 889, 3, 17, 76, 189, 2490, 14, 110, 27, 76, 271, 17, 11, 4, 227, 27, 7, 34, 1295, 23, 1375, 1669, 3, 4, 5, 27, 76, 2526, 16, 4238, 3, 202, 3, 430, 3, 146, 4, 851, 2]","[1, 0, 0]",[5],4
"[113, 19, 787, 314, 1, 5, 3, 15, 12, 926, 8, 2253, 512, 1, 124, 13, 505, 2]","[0, 0, 1]",[5],4
"[206, 3, 13, 88, 19, 515, 3, 232, 3, 15, 79, 12, 30, 103, 8, 1295, 2]","[1, 0, 0]",[24],0
"[19, 212, 521, 421, 764, 721, 43, 101, 19, 31, 99, 519, 536, 319, 5, 4, 11, 44, 3, 135, 19, 372, 757, 1155, 246, 2]","[0, 1, 0]",[11],1
"[1, 4239, 381, 40, 4240, 25, 1, 1293, 4241, 7, 136, 211, 4, 1, 1468, 38, 148, 2]","[0, 0, 1]",[5],4
"[1, 78, 62, 28, 6, 183, 200, 13, 88, 17, 63, 16, 146, 4, 577, 561, 2]","[1, 0, 0]",[5],4
"[96, 1, 537, 443, 22, 22, 22]","[0, 0, 1]",[5],4
"[1, 117, 73, 7, 38, 1548, 3, 36, 143, 15, 266, 52, 17, 151, 276, 16, 6, 1548, 128, 2635, 369, 2]","[0, 0, 1]",[11],1
"[2794, 17, 5, 23, 1, 65, 878, 34, 2795, 64, 61, 94, 224, 81, 204, 2]","[0, 0, 1]",[24],0
"[82, 74, 3, 1, 11, 12, 38, 400, 4, 1, 1673, 12, 29, 2]","[0, 0, 1]",[11],1
"[1, 73, 46, 7, 38, 156, 4, 247, 8, 4242, 2]","[0, 0, 1]",[11],1
"[85, 19, 39, 376, 231, 67, 335, 207, 71, 2721, 13, 67, 163, 4, 2722, 67, 380, 2]","[1, 0, 0]",[9],2
"[15, 1173, 16, 37, 128, 571, 4, 1, 201, 4243, 95, 4244, 3, 1975, 3, 4, 617, 2604, 2]","[0, 0, 1]",[5],4
"[1, 127, 28, 77, 2796, 132, 4, 81, 248, 7, 1229, 224, 2]","[0, 0, 1]",[5],4
"[68, 31, 549, 255, 1275, 16, 1, 2555, 64, 514, 1512, 13, 27, 24]","[1, 0, 0]",[24],0
"[18, 26, 66, 175, 321, 4245, 14, 90, 4, 36, 28, 50, 194, 2]","[0, 0, 1]",[5],4
"[13, 175, 111, 3, 18, 381, 30, 748, 52, 4246, 137, 5, 135, 115, 208, 16, 166, 2797, 228, 211, 2]","[1, 0, 0]",[5],4
"[48, 55, 2]","[0, 0, 1]",[9],2
"[349, 1, 436, 14, 1, 471, 459, 825, 3, 1, 328, 4, 73, 937, 4, 15, 12, 30, 13, 1, 104, 2]","[1, 0, 0]",[5],4
"[271, 15, 6, 96, 4, 287, 2]","[0, 0, 1]",[9],2
"[1, 5, 7, 45, 162, 4, 1, 327, 28, 82, 2]","[0, 0, 1]",[11],1
"[1, 126, 121, 19, 42, 1, 72, 1102, 304, 436, 119, 4, 138, 12, 70, 53, 49, 10, 122, 14, 4247, 1, 356, 666, 10, 68, 14, 2]","[0, 0, 1]",[5],4
"[19, 743, 16, 34, 6, 2310, 121, 4, 39, 231, 801, 2]","[0, 0, 1]",[11],1
"[327, 1129, 8, 627, 127, 621, 3, 5, 188, 28, 45, 524, 3, 182, 111, 31, 963, 981, 58, 482, 2]","[1, 0, 0]",[11],1
"[10, 75, 51, 2200, 1, 835, 345, 269, 15, 172, 517, 16, 1, 365, 429, 4, 10, 75, 99, 51, 283, 2]","[0, 0, 1]",[9],2
"[105, 14, 1, 4248, 1934, 1822, 17, 243, 316, 16, 69, 439, 544, 60, 32, 992, 33, 2]","[0, 0, 1]",[21],3
"[1, 41, 7, 6, 183, 925, 25, 27, 7, 419, 27, 83, 40, 1496, 273, 17, 318, 247, 4, 287, 6, 20, 119]","[0, 0, 1]",[5],4
"[49, 17, 167, 6, 504, 191, 476, 27, 66, 20, 5, 4, 65, 11, 3, 18, 7, 1, 26, 2]","[0, 0, 1]",[11],1
"[10, 99, 42, 384, 10, 154, 35, 52, 55, 2]","[0, 0, 1]",[9],2
"[37, 626, 4, 10, 606, 42, 59, 987, 109, 32, 1143, 4, 12, 582, 23, 67, 123, 2]","[0, 0, 1]",[9],2
"[46, 28, 149, 104, 208, 16, 261, 23, 104, 62, 2]","[1, 0, 0]",[24],0
"[1, 11, 12, 65, 4, 1, 5, 12, 70, 2]","[0, 0, 1]",[11],1
"[10, 108, 171, 13, 329, 4, 1, 41, 1245, 533, 1, 163, 2]","[1, 0, 0]",[11],1
"[1, 5, 7, 20, 4, 211, 2]","[0, 0, 1]",[5],4
"[1, 57, 375, 10, 686, 39, 1, 4249, 2]","[0, 0, 1]",[5],4
"[1, 11, 7, 315, 4, 37, 2487, 1048, 1494, 122, 30, 31, 51, 104, 2]","[0, 0, 1]",[11],1
"[25, 85, 19, 559, 32, 1, 78, 3, 46, 39, 35, 6, 196, 14, 590, 3, 115, 14, 177, 39, 435, 16, 1, 254, 1203, 2]","[1, 0, 0]",[5],4
"[15, 33, 108, 4250, 8, 2656, 33, 735, 3, 101, 7, 6, 256, 3, 92, 210, 161, 140]","[0, 0, 1]",[21],3
"[1, 72, 4251, 358, 12, 6, 183, 4252, 3, 25, 1, 123, 12, 20, 2]","[1, 0, 0]",[24],0
"[336, 8, 40, 6, 387, 32, 18, 26, 4, 68, 1515, 107, 15, 8, 305, 2]","[0, 0, 1]",[9],2
"[1, 161, 7, 38, 94, 4253, 23, 488, 878, 4, 94, 224, 498, 2]","[0, 0, 1]",[5],4
"[15, 7, 756, 71, 1, 340, 749, 328, 112, 969, 1, 2189, 16, 422, 2]","[0, 1, 0]",[9],2
"[631, 4254, 14, 259, 157, 691, 56, 6, 20, 805, 14, 647, 147, 47, 488, 47, 943, 113, 215, 187, 4255, 2]","[0, 0, 1]",[5],4
"[1, 337, 12, 65, 4, 58, 14, 1, 57, 10, 31, 42, 43, 10, 686, 1, 1032, 4256, 25, 16, 97, 152, 154, 15, 2106, 1, 574, 14, 1, 810, 44, 2]","[0, 0, 1]",[5],4
"[40, 260, 8, 96, 1, 1754, 3, 4, 77, 70, 3, 352, 2]","[0, 0, 1]",[5],4
"[36, 28, 215, 1101, 16, 1, 622, 4257, 4, 56, 30, 31, 59, 4258, 2798, 3, 45, 49, 17, 167, 8, 143, 6, 350, 17, 28, 1078, 2]","[1, 0, 0]",[11],1
"[46, 7, 97, 1421, 13, 222, 932, 11, 22]","[1, 0, 0]",[11],1
"[10, 12, 6, 128, 2799, 80, 1381, 33, 32, 172, 53, 15, 33, 130, 3, 410, 4, 17, 306, 31, 8, 117, 34, 469, 53, 25, 10, 184, 646, 10, 376, 255, 15, 2]","[1, 0, 0]",[21],3
"[4259, 3, 34, 18, 121, 1, 26, 12, 1549, 71, 551, 365, 282, 2800, 4260, 2]","[1, 0, 0]",[21],3
"[71, 374, 1, 57, 294, 10, 31, 42, 16, 6, 242, 5, 41, 2]","[0, 0, 1]",[5],4
"[19, 306, 79, 63, 105, 14, 1, 109, 352, 4, 36, 28, 38, 394, 224, 4, 38, 148, 2]","[0, 0, 1]",[24],0
"[10, 961, 1, 1406, 485, 123, 71, 407, 15, 1472, 4261, 2]","[0, 1, 0]",[9],2
"[4, 99, 4262, 2]","[0, 0, 1]",[9],2
"[47, 77, 19, 42, 6, 20, 298, 14, 81, 113, 19, 1091, 2]","[0, 0, 1]",[5],4
"[138, 7, 65, 3, 1, 78, 7, 228, 497, 3, 4, 17, 125, 23, 6, 565, 34, 226, 890, 14, 1, 153, 2]","[0, 0, 1]",[21],3
"[1, 93, 375, 10, 122, 63, 1508, 54, 12, 58, 14, 32, 265, 182, 4263, 1485, 173, 27, 1305, 4264, 32, 37, 124, 2]","[1, 0, 0]",[9],2
"[1, 1941, 7, 65, 53, 79, 47, 29, 47, 2715, 2716, 2717, 32, 6, 181, 24, 43, 49, 1523, 71, 1, 1942, 44, 2]","[0, 0, 1]",[5],4
"[894, 442, 8, 40, 6, 256, 221, 23, 278, 5, 4, 6, 2801, 53, 49, 30, 597, 53, 74, 2]","[0, 0, 1]",[21],3
"[1, 109, 12, 325, 3, 241, 10, 68, 31, 142, 2]","[1, 0, 0]",[5],4
"[55, 17, 63, 1, 2802, 266, 268, 458, 4265, 2]","[0, 0, 1]",[21],3
"[43, 4, 10, 31, 313, 37, 735, 44, 101, 4266, 98, 13, 407, 222, 6, 225, 581, 14, 111, 8, 670, 2]","[0, 0, 1]",[11],1
"[32, 172, 10, 12, 4267, 37, 2803, 14, 300, 373, 259, 26, 34, 1, 1339, 2]","[0, 1, 0]",[9],2
"[19, 42, 1, 115, 139, 335, 2]","[0, 0, 1]",[11],1
"[4, 36, 999, 6, 70, 250, 34, 1, 414, 22]","[0, 0, 1]",[5],4
"[1, 4268, 12, 245, 4, 654, 4, 1, 1281, 39, 311, 14, 574, 2]","[0, 0, 1]",[5],4
"[758, 3, 18, 26, 66, 20, 11, 4, 62, 4, 6, 82, 86, 74, 2]","[0, 0, 1]",[21],3
"[272, 490, 2395, 3, 1, 623, 3, 2396, 1, 1088, 74, 71, 187, 1180, 274, 4, 1089, 2]","[0, 0, 1]",[21],3
"[19, 89, 42, 6, 216, 54, 1, 425, 112, 507, 8, 143, 260, 19, 39, 746, 1079, 2]","[0, 0, 1]",[11],1
"[10, 969, 60, 23, 6, 2740, 433, 101, 12, 299, 317, 13, 182, 2]","[0, 0, 1]",[5],4
"[6, 58, 1822, 845, 22]","[0, 1, 0]",[9],2
"[10, 518, 1, 164, 4, 857, 17, 341, 30, 195, 55, 13, 1, 210, 3, 1845, 227, 64, 1, 954, 1243, 11, 1846, 6, 1847, 4, 6, 1848, 1849, 14, 1850, 4, 84, 327, 53, 17, 195, 13, 1, 211, 678, 3, 1, 652, 3, 1, 1851, 2]","[0, 0, 1]",[21],3
"[19, 118, 8, 125, 32, 1, 921, 4, 922, 41, 34, 682, 121, 4, 91, 314, 1, 286, 74, 4, 29, 5, 2]","[0, 0, 1]",[9],2
"[29, 754, 3, 29, 695, 596, 3, 23, 6, 762, 406, 716, 2]","[0, 0, 1]",[21],3
"[25, 27, 12, 35, 1, 2804, 34, 1, 630, 244, 6, 1506, 27, 4269, 241, 10, 31, 129, 42, 2]","[1, 0, 0]",[5],4
"[10, 56, 35, 199, 112, 36, 303, 36, 28, 25, 36, 31, 97, 1469, 13, 1, 1252, 14, 1, 191, 129, 269, 36, 657, 61, 2399, 257, 397, 4, 2400, 474, 359, 1153, 304, 16, 1, 952, 240, 656, 349, 1, 605, 2]","[1, 0, 0]",[21],3
"[1, 2082, 537, 1598, 371, 6, 196, 8, 40, 1322, 3, 25, 1, 5, 7, 38, 29, 2]","[1, 0, 0]",[21],3
"[10, 31, 8, 179, 27, 10, 234, 624, 2725, 4, 10, 76, 115, 957, 628, 16, 142, 49, 10, 234, 16, 1, 191, 2]","[0, 0, 1]",[9],2
"[45, 284, 2]","[1, 0, 0]",[9],2
"[47, 19, 39, 568, 276, 1, 1164, 5, 1, 425, 2805, 8, 2806, 6, 437, 14, 272, 955, 13, 1716, 60, 1, 405, 1550, 13, 2807, 4, 2808, 8, 177, 198, 200, 631, 1550, 39, 2]","[1, 0, 0]",[5],4
"[31, 77, 277, 27, 1, 327, 76, 48, 60, 14, 61, 152, 8, 40, 495, 3, 536, 1, 480, 36, 28, 263, 586, 23, 793, 14, 1918, 2]","[0, 0, 1]",[11],1
"[8, 1445, 246, 222, 6, 800, 109, 123, 17, 252, 31, 250, 3, 423, 1, 727, 558, 416, 1336, 23, 1265, 4, 205, 558, 2]","[0, 0, 1]",[5],4
"[575, 61, 24, 14, 72, 1976, 13, 134, 170, 3, 1, 223, 12, 1977, 130, 2]","[1, 0, 0]",[5],4
"[62, 28, 874, 8, 752, 16, 4, 61, 145, 1222, 2570, 7, 228, 29, 2]","[1, 0, 0]",[24],0
"[82, 227, 3, 82, 128, 161, 3, 29, 486, 3, 2468, 3, 4, 29, 11, 2]","[0, 0, 1]",[11],1
"[10, 12, 624, 625, 8, 189, 18, 649, 16, 1661, 2]","[0, 0, 1]",[9],2
"[4270, 33, 7, 268, 6, 842, 58, 14, 1, 853, 1898, 16, 4271, 2]","[0, 0, 1]",[9],2
"[72, 415, 587, 17, 1306, 106, 14, 6, 38, 357, 2498, 10, 89, 309, 6, 229, 55, 54, 1104, 112, 510, 15, 12, 58, 14, 1, 57, 106, 208, 16, 1, 102, 27, 197, 66, 51, 8, 2]","[0, 0, 1]",[5],4
"[206, 3, 36, 75, 176, 1, 115, 194, 707, 4, 1, 1398, 1903, 1, 221, 2]","[0, 0, 1]",[5],4
"[10, 171, 1, 2809, 2809, 443, 4, 37, 229, 171, 1, 613, 137, 145, 2]","[0, 1, 0]",[5],4
"[10, 392, 4272, 3, 4, 36, 31, 1, 57, 4273, 16, 1, 4274, 30, 6, 4275, 64, 4276, 1350, 2]","[0, 0, 1]",[5],4
"[10, 75, 99, 42, 213, 11, 4, 1, 214, 7, 114, 4, 70, 2]","[0, 0, 1]",[11],1
"[6, 20, 152, 8, 143, 105, 249, 7, 8, 1084, 6, 1269, 14, 2686, 54, 4277, 4, 1470, 15, 297, 344, 13, 93, 72, 4278, 2]","[0, 1, 0]",[9],2
"[1, 172, 87, 10, 118, 3, 4, 12, 621, 850, 71, 1, 275, 554, 2454, 4, 74, 3, 10, 171, 1, 503, 1838, 294, 2]","[0, 0, 1]",[21],3
"[4279, 22, 22]","[0, 0, 1]",[9],2
